job_id,job_title,company,location,department,job_level,required_experience_years,required_skills,preferred_certificates,date_posted,job_url,job_description
J0014,Principal Network Engineer,Pyramid Solutions Ltd,Aswan,Network,Lead,9,NumPy;Computer Vision;ElasticSearch;Ansible;Flask,Huawei HCIP,2025-10-05,https://example.com/jobs/14,"Looking for a Lead Network Engineer to join Pyramid Solutions. Must have experience in NumPy, Computer Vision, ElasticSearch. Preferred certification: Huawei HCIP."
J0015,Mid-Level Frontend Developer,ALEX Tech Group,Cairo,Software,Mid,6,AWS;Python;React;JavaScript;Firewalls;HIPAA;C++,Cisco CCNP,2025-09-25,https://example.com/jobs/15,"Looking for a Mid Frontend Developer to join ALEX Tech. Must have experience in AWS, Python, React. Preferred certification: Cisco CCNP."
J0016,Senior IT Support Engineer,Delta Systems Group,Mansoura,Cloud/DevOps,Mid,3,TensorFlow;ISO27001;Git;Azure;HIPAA;Spark;Docker;Kubernetes,AWS Certified Developer,2025-09-27,https://example.com/jobs/16,"Looking for a Mid IT Support Engineer to join Delta Systems. Must have experience in TensorFlow, ISO27001, Git. Preferred certification: AWS Certified Developer."
J0017,Senior Database Administrator,ALEX Tech Solutions,Aswan,Data,Mid,2,JavaScript;NumPy;5G;Docker;Node.js,AWS Certified Developer,2025-10-06,https://example.com/jobs/17,"Looking for a Mid Database Administrator to join ALEX Tech. Must have experience in JavaScript, NumPy, 5G. Preferred certification: AWS Certified Developer."
J0018,Senior Data Analyst,Delta Systems Solutions,Suez,Data,Junior,2,CI/CD;Azure;React;ElasticSearch;HIPAA;Docker;TensorFlow,AWS Certified Developer,2025-09-24,https://example.com/jobs/18,"Looking for a Junior Data Analyst to join Delta Systems. Must have experience in CI/CD, Azure, React. Preferred certification: AWS Certified Developer."
J0019,Mid-Level Mobile Developer,TechSol Egypt Group,Giza,Software,Senior,7,Spark;REST APIs;Git;Kubernetes;AWS;Docker,Google Professional Data Engineer,2025-11-17,https://example.com/jobs/19,"Looking for a Senior Mobile Developer to join TechSol Egypt. Must have experience in Spark, REST APIs, Git. Preferred certification: Google Professional Data Engineer."
J0020,Junior Backend Developer,CairoCloud Egypt,Aswan,Software,Intern,0,GCP;CI/CD;TCP/IP;Hadoop;REST APIs;PyTorch,Huawei HCIP,2025-10-09,https://example.com/jobs/20,"Looking for a Intern Backend Developer to join CairoCloud. Must have experience in GCP, CI/CD, TCP/IP. Preferred certification: Huawei HCIP."
J0021,Mid-Level Data Analyst,TechSol Egypt Ltd,Cairo,Data,Senior,7,Firewalls;Git;Microservices;React;TensorFlow;AWS,,2025-10-01,https://example.com/jobs/21,"Looking for a Senior Data Analyst to join TechSol Egypt. Must have experience in Firewalls, Git, Microservices. Preferred certification: not required."
J0022,Principal Backend Developer,Pyramid Solutions Group,Giza,Software,Senior,7,React;Azure;NumPy;Flask;ISO27001;C++;Node.js,Google Professional Data Engineer,2025-11-02,https://example.com/jobs/22,"Looking for a Senior Backend Developer to join Pyramid Solutions. Must have experience in React, Azure, NumPy. Preferred certification: Google Professional Data Engineer."
J0023,Lead Embedded Systems Engineer,DeltaByte Egypt,Tanta,Network,Senior,10,Azure;GCP;NumPy;TensorFlow;Routing;Docker;SQL,Certified Information Systems Security Professional (CISSP),2025-10-11,https://example.com/jobs/23,"Looking for a Senior Embedded Systems Engineer to join DeltaByte. Must have experience in Azure, GCP, NumPy. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0024,Senior Frontend Developer,TechSol Egypt Inc,Suez,Software,Mid,2,Terraform;Kubernetes;Microservices;Node.js,Cisco CCNA,2025-09-29,https://example.com/jobs/24,"Looking for a Mid Frontend Developer to join TechSol Egypt. Must have experience in Terraform, Kubernetes, Microservices. Preferred certification: Cisco CCNA."
J0025,Mid-Level DevOps Engineer,NileSoft Group,Hurghada,Cloud/DevOps,Mid,2,Terraform;Routing;Ansible;Python;ISO27001;Django;Docker;SQL;Node.js,Huawei HCIA,2025-10-07,https://example.com/jobs/25,"Looking for a Mid DevOps Engineer to join NileSoft. Must have experience in Terraform, Routing, Ansible. Preferred certification: Huawei HCIA."
J0026,Junior Full Stack Developer,NileSoft Solutions,Alexandria,Software,Junior,6,Kubernetes;GCP;Microservices;REST APIs;JavaScript,AWS Certified Developer,2025-10-31,https://example.com/jobs/26,"Looking for a Junior Full Stack Developer to join NileSoft. Must have experience in Kubernetes, GCP, Microservices. Preferred certification: AWS Certified Developer."
J0027,Lead Database Administrator,Pharos AI Inc,Cairo,Data,Intern,2,GCP;SQL;ElasticSearch;HIPAA;Docker;AWS,Google Professional Data Engineer,2025-10-26,https://example.com/jobs/27,"Looking for a Intern Database Administrator to join Pharos AI. Must have experience in GCP, SQL, ElasticSearch. Preferred certification: Google Professional Data Engineer."
J0028,Principal Software Engineer,NileSoft Ltd,Giza,Software,Senior,8,C++;Computer Vision;HIPAA;PyTorch;Hadoop;TensorFlow;Firewalls;SQL,Cisco CCNA,2025-10-14,https://example.com/jobs/28,"Looking for a Senior Software Engineer to join NileSoft. Must have experience in C++, Computer Vision, HIPAA. Preferred certification: Cisco CCNA."
J0029,Principal Backend Developer,ALEX Tech Solutions,Hurghada,Software,Mid,1,HIPAA;Spark;PyTorch;Azure;SQL;Kubernetes;React,Huawei HCIA,2025-11-16,https://example.com/jobs/29,"Looking for a Mid Backend Developer to join ALEX Tech. Must have experience in HIPAA, Spark, PyTorch. Preferred certification: Huawei HCIA."
J0030,Junior Database Administrator,TechSol Egypt Egypt,Alexandria,Data,Senior,11,Azure;Linux;SQL;Django;Pandas;C++,Certified Information Systems Security Professional (CISSP),2025-10-05,https://example.com/jobs/30,"Looking for a Senior Database Administrator to join TechSol Egypt. Must have experience in Azure, Linux, SQL. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0031,Mid-Level Data Analyst,SmartData Labs Egypt,Tanta,Data,Junior,6,Java;Docker;NumPy;5G;React,Cisco CCNA,2025-11-15,https://example.com/jobs/31,"Looking for a Junior Data Analyst to join SmartData Labs. Must have experience in Java, Docker, NumPy. Preferred certification: Cisco CCNA."
J0032,Junior Frontend Developer,CloudWorks Egypt Ltd,Mansoura,Software,Mid,8,5G;Java;Flask;GCP;NoSQL;Terraform;C++;React;AWS,AWS Certified Developer,2025-10-29,https://example.com/jobs/32,"Looking for a Mid Frontend Developer to join CloudWorks Egypt. Must have experience in 5G, Java, Flask. Preferred certification: AWS Certified Developer."
J0033,Mid-Level Database Administrator,ALEX Tech Inc,Tanta,Data,Mid,1,ISO27001;Docker;GCP;C++;Hadoop;Python;SQL;Kubernetes,,2025-11-19,https://example.com/jobs/33,"Looking for a Mid Database Administrator to join ALEX Tech. Must have experience in ISO27001, Docker, GCP. Preferred certification: not required."
J0034,Principal Mobile Developer,MasrSoft Solutions,Hurghada,Software,Mid,2,Switching;Flask;Routing;Microservices;Spark;SQL;AWS;React,Cisco CCNP,2025-10-16,https://example.com/jobs/34,"Looking for a Mid Mobile Developer to join MasrSoft. Must have experience in Switching, Flask, Routing. Preferred certification: Cisco CCNP."
J0035,Mid-Level Systems Administrator,Pyramid Solutions Inc,Alexandria,Network,Junior,6,ISO27001;Routing;NumPy;HIPAA;Docker,AWS Certified Solutions Architect,2025-10-10,https://example.com/jobs/35,"Looking for a Junior Systems Administrator to join Pyramid Solutions. Must have experience in ISO27001, Routing, NumPy. Preferred certification: AWS Certified Solutions Architect."
J0036,Junior Systems Administrator,Delta Systems Ltd,Aswan,Network,Senior,9,ElasticSearch;Firewalls;Kubernetes;Microservices;Git;SQL,AWS Certified Developer,2025-10-09,https://example.com/jobs/36,"Looking for a Senior Systems Administrator to join Delta Systems. Must have experience in ElasticSearch, Firewalls, Kubernetes. Preferred certification: AWS Certified Developer."
J0037,Principal IT Support Engineer,MasrSoft Group,Tanta,Cloud/DevOps,Junior,5,AWS;Docker;PyTorch;Java;C++;Python;Node.js;React,Huawei HCIP,2025-10-21,https://example.com/jobs/37,"Looking for a Junior IT Support Engineer to join MasrSoft. Must have experience in AWS, Docker, PyTorch. Preferred certification: Huawei HCIP."
J0038,Lead Quality Assurance Engineer,CloudWorks Egypt Ltd,Giza,Software,Mid,6,REST APIs;NumPy;Azure;PyTorch;Python;Django;React,Google Professional Data Engineer,2025-10-05,https://example.com/jobs/38,"Looking for a Mid Quality Assurance Engineer to join CloudWorks Egypt. Must have experience in REST APIs, NumPy, Azure. Preferred certification: Google Professional Data Engineer."
J0039,Principal Data Scientist,CloudWorks Egypt Ltd,Suez,AI,Junior,6,CI/CD;TensorFlow;Ansible;Node.js;SQL,,2025-10-29,https://example.com/jobs/39,"Looking for a Junior Data Scientist to join CloudWorks Egypt. Must have experience in CI/CD, TensorFlow, Ansible. Preferred certification: not required."
J0040,Mid-Level Cloud Engineer,CloudWorks Egypt Inc,Suez,Cloud/DevOps,Mid,6,ElasticSearch;SQL;Git;Firewalls;GCP;Azure;Linux,,2025-10-22,https://example.com/jobs/40,"Looking for a Mid Cloud Engineer to join CloudWorks Egypt. Must have experience in ElasticSearch, SQL, Git. Preferred certification: not required."
J0041,Principal AI Researcher,Pharos AI Solutions,Suez,AI,Junior,7,Linux;5G;Switching;Terraform,AWS Certified Developer,2025-09-29,https://example.com/jobs/41,"Looking for a Junior AI Researcher to join Pharos AI. Must have experience in Linux, 5G, Switching. Preferred certification: AWS Certified Developer."
J0042,Lead Machine Learning Engineer,Delta Systems Inc,Aswan,AI,Mid,3,Spark;5G;Terraform;TensorFlow;React,Certified Information Systems Security Professional (CISSP),2025-10-17,https://example.com/jobs/42,"Looking for a Mid Machine Learning Engineer to join Delta Systems. Must have experience in Spark, 5G, Terraform. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0043,Senior Backend Developer,Delta Systems Inc,Aswan,Software,Mid,2,Pandas;Git;Python;NLP;Routing;Firewalls;Spark;Kubernetes;SQL,,2025-11-07,https://example.com/jobs/43,"Looking for a Mid Backend Developer to join Delta Systems. Must have experience in Pandas, Git, Python. Preferred certification: not required."
J0044,Principal Mobile Developer,CloudWorks Egypt Inc,Hurghada,Software,Mid,5,REST APIs;Java;Pandas;5G;NumPy;SQL;TensorFlow;AWS,Certified Information Systems Security Professional (CISSP),2025-11-18,https://example.com/jobs/44,"Looking for a Mid Mobile Developer to join CloudWorks Egypt. Must have experience in REST APIs, Java, Pandas. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0045,Junior Machine Learning Engineer,DeltaByte Inc,Cairo,AI,Senior,4,Hadoop;TensorFlow;CI/CD;Python,Huawei HCIA,2025-09-24,https://example.com/jobs/45,"Looking for a Senior Machine Learning Engineer to join DeltaByte. Must have experience in Hadoop, TensorFlow, CI/CD. Preferred certification: Huawei HCIA."
J0046,Principal Network Engineer,Giza Networks Ltd,Tanta,Network,Junior,5,Pandas;Linux;Spark;GCP;Node.js;AWS,Certified Information Systems Security Professional (CISSP),2025-09-22,https://example.com/jobs/46,"Looking for a Junior Network Engineer to join Giza Networks. Must have experience in Pandas, Linux, Spark. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0047,Mid-Level Mobile Developer,TechSol Egypt Ltd,Tanta,Software,Junior,1,Java;Azure;Docker;SQL,AWS Certified Solutions Architect,2025-10-30,https://example.com/jobs/47,"Looking for a Junior Mobile Developer to join TechSol Egypt. Must have experience in Java, Azure, Docker. Preferred certification: AWS Certified Solutions Architect."
J0048,Mid-Level Machine Learning Engineer,Delta Systems Egypt,Alexandria,AI,Mid,3,Kubernetes;CI/CD;GCP;Computer Vision;SQL;Flask;Ansible,Cisco CCNA,2025-09-27,https://example.com/jobs/48,"Looking for a Mid Machine Learning Engineer to join Delta Systems. Must have experience in Kubernetes, CI/CD, GCP. Preferred certification: Cisco CCNA."
J0049,Mid-Level Embedded Systems Engineer,TechSol Egypt Inc,Mansoura,Network,Mid,6,Docker;React;Azure;Django;Routing;Flask;Kubernetes,AWS Certified Solutions Architect,2025-10-13,https://example.com/jobs/49,"Looking for a Mid Embedded Systems Engineer to join TechSol Egypt. Must have experience in Docker, React, Azure. Preferred certification: AWS Certified Solutions Architect."
J0050,Senior Mobile Developer,Giza Networks Inc,Tanta,Software,Junior,6,Spark;REST APIs;Django,Google Professional Data Engineer,2025-10-14,https://example.com/jobs/50,"Looking for a Junior Mobile Developer to join Giza Networks. Must have experience in Spark, REST APIs, Django. Preferred certification: Google Professional Data Engineer."
J0051,Principal Business Analyst,FutureVision Egypt,Alexandria,Data,Mid,7,Terraform;Git;CI/CD;Hadoop;Linux;Switching;Azure;Python;Kubernetes;TensorFlow,AWS Certified Developer,2025-10-08,https://example.com/jobs/51,"Looking for a Mid Business Analyst to join FutureVision. Must have experience in Terraform, Git, CI/CD. Preferred certification: AWS Certified Developer."
J0052,Senior Business Analyst,Delta Systems Ltd,Suez,Data,Mid,7,Java;REST APIs;Switching;NoSQL;Kubernetes;TensorFlow,Cisco CCNP,2025-11-11,https://example.com/jobs/52,"Looking for a Mid Business Analyst to join Delta Systems. Must have experience in Java, REST APIs, Switching. Preferred certification: Cisco CCNP."
J0053,Junior Network Engineer,ALEX Tech Inc,Mansoura,Network,Senior,9,Python;Ansible;Docker;Node.js;Azure;Spark;REST APIs;AWS;SQL,,2025-11-08,https://example.com/jobs/53,"Looking for a Senior Network Engineer to join ALEX Tech. Must have experience in Python, Ansible, Docker. Preferred certification: not required."
J0054,Mid-Level AI Researcher,FutureVision Ltd,Suez,AI,Mid,9,Java;Node.js;TCP/IP;AWS;NumPy;Azure;Python;SQL,Cisco CCNA,2025-11-02,https://example.com/jobs/54,"Looking for a Mid AI Researcher to join FutureVision. Must have experience in Java, Node.js, TCP/IP. Preferred certification: Cisco CCNA."
J0055,Lead Embedded Systems Engineer,ALEX Tech Egypt,Suez,Network,Mid,8,HIPAA;5G;NLP;CI/CD;Linux;Routing;Node.js;AWS;React,Cisco CCNA,2025-10-05,https://example.com/jobs/55,"Looking for a Mid Embedded Systems Engineer to join ALEX Tech. Must have experience in HIPAA, 5G, NLP. Preferred certification: Cisco CCNA."
J0056,Mid-Level Full Stack Developer,FutureVision Ltd,Hurghada,Software,Junior,3,Kubernetes;Git;Linux;Firewalls;Node.js,,2025-10-29,https://example.com/jobs/56,"Looking for a Junior Full Stack Developer to join FutureVision. Must have experience in Kubernetes, Git, Linux. Preferred certification: not required."
J0057,Lead Systems Administrator,NileSoft Ltd,Hurghada,Network,Junior,5,Routing;Python;Terraform;TensorFlow;SQL;Node.js,Cisco CCNA,2025-09-23,https://example.com/jobs/57,"Looking for a Junior Systems Administrator to join NileSoft. Must have experience in Routing, Python, Terraform. Preferred certification: Cisco CCNA."
J0058,Senior Backend Developer,Pyramid Solutions Solutions,Mansoura,Software,Mid,3,Django;Python;TCP/IP;Git;Terraform;ElasticSearch,Cisco CCNP,2025-10-02,https://example.com/jobs/58,"Looking for a Mid Backend Developer to join Pyramid Solutions. Must have experience in Django, Python, TCP/IP. Preferred certification: Cisco CCNP."
J0059,Lead Backend Developer,Pharos AI Group,Suez,Software,Junior,3,REST APIs;React;JavaScript;PyTorch;Terraform;Routing,AWS Certified Developer,2025-10-06,https://example.com/jobs/59,"Looking for a Junior Backend Developer to join Pharos AI. Must have experience in REST APIs, React, JavaScript. Preferred certification: AWS Certified Developer."
J0060,Lead Full Stack Developer,Pyramid Solutions Ltd,Aswan,Software,Mid,3,Pandas;ElasticSearch;ISO27001;Routing;Hadoop;Terraform;JavaScript;Docker;Node.js,AWS Certified Developer,2025-11-20,https://example.com/jobs/60,"Looking for a Mid Full Stack Developer to join Pyramid Solutions. Must have experience in Pandas, ElasticSearch, ISO27001. Preferred certification: AWS Certified Developer."
J0061,Senior Data Analyst,MasrSoft Inc,Hurghada,Data,Junior,4,Azure;NoSQL;HIPAA;React,Huawei HCIA,2025-09-21,https://example.com/jobs/61,"Looking for a Junior Data Analyst to join MasrSoft. Must have experience in Azure, NoSQL, HIPAA. Preferred certification: Huawei HCIA."
J0062,Lead Database Administrator,SmartData Labs Group,Suez,Data,Junior,3,TCP/IP;CI/CD;React;AWS;GCP;Node.js,Huawei HCIP,2025-10-18,https://example.com/jobs/62,"Looking for a Junior Database Administrator to join SmartData Labs. Must have experience in TCP/IP, CI/CD, React. Preferred certification: Huawei HCIP."
J0063,Mid-Level Full Stack Developer,Pyramid Solutions Solutions,Hurghada,Software,Mid,4,React;JavaScript;SQL;Routing,Cisco CCNA,2025-10-19,https://example.com/jobs/63,"Looking for a Mid Full Stack Developer to join Pyramid Solutions. Must have experience in React, JavaScript, SQL. Preferred certification: Cisco CCNA."
J0064,Lead Full Stack Developer,SmartData Labs Egypt,Mansoura,Software,Mid,6,Terraform;REST APIs;ElasticSearch;Node.js;C++;Hadoop;Switching;Python;Kubernetes,Cisco CCNA,2025-09-22,https://example.com/jobs/64,"Looking for a Mid Full Stack Developer to join SmartData Labs. Must have experience in Terraform, REST APIs, ElasticSearch. Preferred certification: Cisco CCNA."
J0065,Senior Frontend Developer,Delta Systems Solutions,Cairo,Software,Lead,9,C++;NoSQL;Git;Ansible;ElasticSearch;Linux;ISO27001;Python;SQL,Google Professional Data Engineer,2025-10-31,https://example.com/jobs/65,"Looking for a Lead Frontend Developer to join Delta Systems. Must have experience in C++, NoSQL, Git. Preferred certification: Google Professional Data Engineer."
J0066,Principal Product Manager,NileSoft Inc,Suez,Software,Junior,8,Django;SQL;5G;Spark;REST APIs,Cisco CCNA,2025-11-02,https://example.com/jobs/66,"Looking for a Junior Product Manager to join NileSoft. Must have experience in Django, SQL, 5G. Preferred certification: Cisco CCNA."
J0067,Lead Cybersecurity Analyst,CloudWorks Egypt Ltd,Cairo,Other,Mid,5,Switching;Flask;NumPy;Microservices;Python,,2025-10-20,https://example.com/jobs/67,"Looking for a Mid Cybersecurity Analyst to join CloudWorks Egypt. Must have experience in Switching, Flask, NumPy. Preferred certification: not required."
J0068,Mid-Level Database Administrator,TechSol Egypt Ltd,Hurghada,Data,Mid,10,JavaScript;Kubernetes;Linux;TensorFlow;TCP/IP;ElasticSearch;Python;SQL,Certified Information Systems Security Professional (CISSP),2025-09-28,https://example.com/jobs/68,"Looking for a Mid Database Administrator to join TechSol Egypt. Must have experience in JavaScript, Kubernetes, Linux. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0069,Junior Software Engineer,MasrSoft Group,Hurghada,Software,Senior,10,Python;HIPAA;Spark;Node.js;AWS;Flask;CI/CD;Kubernetes;React,AWS Certified Developer,2025-11-01,https://example.com/jobs/69,"Looking for a Senior Software Engineer to join MasrSoft. Must have experience in Python, HIPAA, Spark. Preferred certification: AWS Certified Developer."
J0070,Lead Machine Learning Engineer,SmartData Labs Group,Mansoura,AI,Mid,7,Git;Firewalls;Azure;CI/CD;PyTorch;Pandas;React;Python;SQL,Huawei HCIP,2025-11-18,https://example.com/jobs/70,"Looking for a Mid Machine Learning Engineer to join SmartData Labs. Must have experience in Git, Firewalls, Azure. Preferred certification: Huawei HCIP."
J0071,Principal Quality Assurance Engineer,Pyramid Solutions Ltd,Alexandria,Software,Senior,10,5G;Microservices;Linux;Python;TCP/IP;Routing,Certified Information Systems Security Professional (CISSP),2025-11-15,https://example.com/jobs/71,"Looking for a Senior Quality Assurance Engineer to join Pyramid Solutions. Must have experience in 5G, Microservices, Linux. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0072,Senior Machine Learning Engineer,SmartData Labs Ltd,Suez,AI,Junior,7,Switching;Docker;Azure;Pandas;AWS;Spark;Node.js,AWS Certified Solutions Architect,2025-10-11,https://example.com/jobs/72,"Looking for a Junior Machine Learning Engineer to join SmartData Labs. Must have experience in Switching, Docker, Azure. Preferred certification: AWS Certified Solutions Architect."
J0073,Principal Product Manager,FutureVision Solutions,Aswan,Software,Mid,5,C++;TensorFlow;Microservices;5G;Django;ElasticSearch;SQL,AWS Certified Developer,2025-10-24,https://example.com/jobs/73,"Looking for a Mid Product Manager to join FutureVision. Must have experience in C++, TensorFlow, Microservices. Preferred certification: AWS Certified Developer."
J0074,Lead Business Analyst,TechSol Egypt Inc,Alexandria,Data,Mid,5,Git;GCP;5G;TensorFlow;Node.js,Google Professional Data Engineer,2025-11-01,https://example.com/jobs/74,"Looking for a Mid Business Analyst to join TechSol Egypt. Must have experience in Git, GCP, 5G. Preferred certification: Google Professional Data Engineer."
J0075,Junior Frontend Developer,ALEX Tech Inc,Aswan,Software,Lead,12,C++;React;Azure;TCP/IP;AWS;Node.js;Hadoop;Python,AWS Certified Developer,2025-11-08,https://example.com/jobs/75,"Looking for a Lead Frontend Developer to join ALEX Tech. Must have experience in C++, React, Azure. Preferred certification: AWS Certified Developer."
J0076,Principal Full Stack Developer,SmartData Labs Inc,Alexandria,Software,Mid,1,Switching;JavaScript;TCP/IP,Cisco CCNP,2025-10-14,https://example.com/jobs/76,"Looking for a Mid Full Stack Developer to join SmartData Labs. Must have experience in Switching, JavaScript, TCP/IP. Preferred certification: Cisco CCNP."
J0077,Junior Database Administrator,CairoCloud Inc,Hurghada,Data,Mid,2,NoSQL;Node.js;Pandas;Azure;TensorFlow,Certified Information Systems Security Professional (CISSP),2025-11-18,https://example.com/jobs/77,"Looking for a Mid Database Administrator to join CairoCloud. Must have experience in NoSQL, Node.js, Pandas. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0078,Lead Embedded Systems Engineer,CairoCloud Solutions,Hurghada,Network,Mid,5,GCP;Python;CI/CD;TCP/IP;SQL;React;Docker,Certified Information Systems Security Professional (CISSP),2025-11-20,https://example.com/jobs/78,"Looking for a Mid Embedded Systems Engineer to join CairoCloud. Must have experience in GCP, Python, CI/CD. Preferred certification: Certified Information Systems Security Professional (CISSP)."
J0079,Lead DevOps Engineer,DeltaByte Egypt,Mansoura,Cloud/DevOps,Mid,9,CI/CD;Routing;Docker;Pandas;Git;SQL;React,AWS Certified Developer,2025-10-06,https://example.com/jobs/79,"Looking for a Mid DevOps Engineer to join DeltaByte. Must have experience in CI/CD, Routing, Docker. Preferred certification: AWS Certified Developer."
J0080,Lead Cybersecurity Analyst,DeltaByte Group,Tanta,Other,Mid,5,NumPy;Linux;Python;Kubernetes;AWS,AWS Certified Solutions Architect,2025-11-18,https://example.com/jobs/80,"Looking for a Mid Cybersecurity Analyst to join DeltaByte. Must have experience in NumPy, Linux, Python. Preferred certification: AWS Certified Solutions Architect."
J0081,Junior Quality Assurance Engineer,FutureVision Group,Suez,Software,Senior,10,NLP;AWS;Docker;GCP;TensorFlow;Node.js,Huawei HCIA,2025-10-31,https://example.com/jobs/81,"Looking for a Senior Quality Assurance Engineer to join FutureVision. Must have experience in NLP, AWS, Docker. Preferred certification: Huawei HCIA."
J0082,Principal Full Stack Developer,MasrSoft Solutions,Cairo,Software,Junior,7,Firewalls;Computer Vision;TensorFlow;Node.js;React,AWS Certified Developer,2025-11-18,https://example.com/jobs/82,"Looking for a Junior Full Stack Developer to join MasrSoft. Must have experience in Firewalls, Computer Vision, TensorFlow. Preferred certification: AWS Certified Developer."
J0083,Lead Systems Administrator,ALEX Tech Egypt,Aswan,Network,Junior,5,Computer Vision;Ansible;Microservices;Linux;SQL;GCP;Git;AWS,Cisco CCNA,2025-11-07,https://example.com/jobs/83,"Looking for a Junior Systems Administrator to join ALEX Tech. Must have experience in Computer Vision, Ansible, Microservices. Preferred certification: Cisco CCNA."
